"state","acclength","areacode","interplan","vmailplan","vmailmess","daycalls","daycharge","evecalls","evecharge","nightcalls","nightcharge","intlcalls","intlcharge","custservcalls","churn"
"SC",1,415,"no","yes",26,68,24.92,67,14.69,113,7.82,2,2.7,1,"no"
"KS",107,415,"no","no",0,108,44.29,110,8.7,148,5.84,5,2.65,1,"no"
"NY",91,415,"no","yes",20,98,24.84,104,23.58,100,6.2,3,1.67,1,"no"
"MI",178,408,"yes","no",0,134,21.17,78,12,113,12.07,2,3.08,2,"yes"
"PA",85,408,"no","no",0,88,24.55,105,22.49,94,8.34,3,2.67,1,"no"
"TN",148,415,"no","yes",36,141,13.19,60,17.6,115,11.51,2,2.94,1,"no"
"CT",93,415,"no","no",0,101,46.09,133,20.18,103,6.54,6,2.27,1,"yes"
"AZ",138,415,"no","no",0,104,40.94,92,12.28,98,5.66,1,3.13,0,"no"
"OR",159,510,"no","no",0,98,19.52,101,16.37,108,11.66,5,3.29,0,"no"
"DE",103,415,"no","yes",34,80,23.6,108,12.07,77,8.27,7,3.19,1,"no"
"MA",150,408,"no","yes",27,112,35.67,80,13.18,111,11.32,6,1.94,0,"no"
"CT",37,408,"no","no",0,98,22.93,130,21.11,113,10.63,2,3.97,3,"no"
"AR",33,415,"yes","no",0,99,27.88,102,13.01,104,5.57,4,1.73,0,"no"
"SD",55,415,"no","no",0,130,41.74,54,16.38,83,6.38,4,2.46,1,"no"
"CT",134,408,"no","yes",32,94,13.65,124,16.99,117,7.69,3,4.48,0,"no"
"CT",107,408,"no","no",0,90,15.42,109,17.64,96,7.62,5,1.51,2,"no"
"MA",80,408,"no","yes",36,115,32.35,78,21.81,145,9.67,4,1.03,1,"no"
"MS",78,408,"no","no",0,108,18.46,126,17.84,117,10.02,5,2.13,1,"yes"
"AK",61,415,"no","yes",15,106,42.91,69,15.96,137,11.68,3,2.7,2,"no"
"OH",136,408,"yes","no",0,103,31.18,113,12.06,122,9.02,9,2.81,2,"no"
"MN",135,408,"no","no",0,100,26.38,84,11.55,82,8.31,9,1.03,3,"no"
"OH",165,510,"no","no",0,67,35.6,89,23.27,88,6.76,1,3.46,0,"no"
"NV",148,415,"no","no",0,104,47.48,87,17.14,99,12.64,2,2.13,2,"yes"
"SC",99,415,"no","no",0,102,29.6,118,8.42,126,9.52,2,2.08,2,"no"
"WV",123,415,"no","no",0,78,29.87,96,15.69,92,7.06,2,2.46,2,"no"
"NM",127,415,"yes","no",0,87,43.61,101,18.88,122,7.05,3,3.51,1,"no"
"WY",151,415,"no","no",0,89,28.93,83,15.94,100,5.38,3,1.16,0,"no"
"CA",185,408,"no","no",0,92,23.73,115,21.27,79,7.11,4,2.92,1,"no"
"OK",104,415,"no","no",0,87,19.31,98,13.48,87,8.45,6,2.84,2,"no"
"UT",44,415,"no","no",0,89,34.44,96,13.86,151,12.06,3,2.24,0,"no"
"UT",108,415,"no","no",0,117,35.8,103,13.96,68,9.06,5,2.54,0,"no"
"MN",132,510,"no","no",0,88,20.66,124,21.51,120,8.81,4,2.89,1,"no"
"NE",80,415,"no","no",0,67,21.73,112,15.44,63,8.88,2,4.29,2,"no"
"OH",162,415,"no","no",0,98,22.98,107,20.57,96,11.11,2,2.75,2,"no"
"KY",110,510,"no","no",0,62,16.9,86,23.38,94,9.54,3,4.51,2,"no"
"WA",96,415,"no","no",0,105,47.07,94,20.99,107,11.45,3,2.78,1,"yes"
"NY",168,408,"no","no",0,134,27.78,87,20.41,147,7.38,2,3.13,2,"yes"
"CO",125,408,"no","yes",23,104,20.49,115,19.36,100,7.13,3,2.75,1,"no"
"DC",170,510,"no","no",0,106,31.3,70,17.42,133,10.09,3,2.65,2,"no"
"AK",71,510,"no","no",0,84,31.45,129,19.76,82,8.6,4,4.02,3,"no"
"KS",68,415,"no","no",0,68,35.29,123,21.39,100,8.62,6,2.94,2,"no"
"DC",24,408,"no","no",0,73,25.33,81,11.14,69,10.74,3,2.32,2,"yes"
"DC",136,510,"no","no",0,63,34.77,95,17.75,119,10.08,2,2.65,0,"no"
"OK",44,408,"no","no",0,86,49.1,87,14.95,106,9.69,2,2.57,0,"yes"
"NE",31,415,"no","no",0,129,16.58,78,22.13,100,3.99,5,1.89,1,"no"
"AL",72,415,"no","no",0,102,28.31,103,22.19,85,11.82,5,3.59,0,"no"
"HI",24,415,"no","no",0,104,26.55,101,7.65,116,9.23,5,1.97,1,"no"
"GA",117,415,"yes","no",0,118,48.86,84,22.07,86,6.89,3,2.7,1,"yes"
"KS",137,415,"no","yes",19,96,29.8,146,20.51,109,9.51,2,2.11,0,"no"
"PA",136,408,"no","no",0,75,17.36,97,18.66,92,3.32,5,2.65,0,"no"
"UT",95,415,"no","no",0,103,26.84,90,22.07,117,10.35,2,3.78,0,"no"
"OR",82,415,"no","yes",19,73,24.91,65,20.94,114,8.96,4,1.11,1,"no"
"KY",56,415,"yes","no",0,114,30.21,110,18.33,67,10.65,5,2.84,1,"no"
"MN",155,408,"yes","no",0,146,42.64,105,12.96,104,6.66,5,2.7,2,"no"
"OH",133,408,"no","no",0,100,20.03,105,16.93,119,10.98,4,3.19,0,"yes"
"TX",53,415,"no","no",0,113,20.35,84,16.12,108,11.53,7,3.48,2,"no"
"TX",57,415,"no","no",0,113,27.37,134,17.68,81,9.36,4,2.27,3,"no"
"WV",62,408,"no","no",0,111,21.88,104,14.41,97,8.71,5,2.78,1,"no"
"MI",55,415,"no","yes",20,91,35.31,113,16.97,110,9.74,1,1.97,1,"no"
"NY",125,415,"no","no",0,65,39.66,93,17.83,109,9.48,4,2.46,1,"no"
"SD",105,415,"no","no",0,88,42.77,103,14.88,112,8.3,5,1.46,1,"no"
"ID",113,415,"no","yes",30,102,31.25,123,15.59,52,10.58,7,3.13,0,"no"
"WI",103,415,"no","no",0,134,30.63,85,8.3,134,8.18,3,2.27,1,"no"
"WV",177,408,"no","no",0,81,38.73,97,13.75,106,9.76,5,2.16,1,"no"
"SC",149,415,"no","yes",20,132,25.13,94,23.53,110,6.75,6,2.75,0,"no"
"CT",160,415,"no","no",0,136,39.93,134,23.02,101,9.87,2,3.75,1,"yes"
"NV",116,408,"no","no",0,54,18.85,82,18.14,116,8.38,2,2.13,2,"no"
"MI",148,415,"yes","no",0,81,39.7,71,15.95,97,5.5,2,2.59,0,"yes"
"MT",147,415,"no","yes",35,134,33.54,99,11.99,90,9.54,4,2.73,2,"yes"
"NE",95,510,"no","no",0,96,9.89,126,17.18,97,9.47,5,2.81,0,"no"
"UT",201,510,"no","no",0,72,36.16,90,19.14,99,8.78,6,1.89,1,"no"
"WV",80,415,"no","no",0,89,25.76,78,11.19,131,10.59,4,3.19,0,"no"
"AR",122,415,"yes","no",0,117,24.87,93,18.59,97,10.62,5,3.11,1,"no"
"MT",132,408,"no","no",0,100,33.17,95,12.65,117,10.1,2,1.81,0,"no"
"UT",83,510,"no","no",0,71,35.51,92,18.26,108,11.16,5,3.51,1,"no"
"KS",84,415,"no","no",0,86,38.4,105,23.43,108,9.06,3,3.86,3,"yes"
"NY",46,415,"no","no",0,67,20.77,62,14.21,98,8.77,6,2.62,1,"no"
"OH",87,510,"no","no",0,106,26.06,117,19.08,152,12.3,5,2.4,2,"no"
"HI",150,415,"no","no",0,117,36.38,89,16.35,99,10.92,4,2.13,1,"no"
"KS",73,408,"no","no",0,112,33.12,85,14.21,61,4.51,6,2.92,1,"no"
"IN",7,415,"no","no",0,87,35.14,83,23.89,77,7.13,5,2.97,3,"no"
"OR",89,415,"no","yes",12,105,31.96,107,12.86,132,9.09,3,2.84,2,"no"
"NY",131,408,"yes","no",0,83,20.79,94,10.1,95,6.66,3,3.7,3,"yes"
"MI",108,408,"yes","no",0,114,19.57,70,17.96,85,6.12,3,3.73,2,"yes"
"ID",47,415,"no","yes",28,109,29.39,94,11.7,109,9.17,6,2.24,1,"no"
"MO",101,415,"yes","no",0,116,26.59,114,11.08,109,9.33,5,1.97,1,"no"
"AL",182,415,"no","yes",24,104,21.78,127,12.19,98,8.59,3,3.13,1,"no"
"OR",161,408,"no","no",0,73,33.42,79,14.47,79,8.74,3,3.38,1,"no"
"VT",128,408,"no","no",0,130,38.74,71,25.72,82,8.62,7,1.49,1,"yes"
"AZ",69,415,"no","yes",31,63,33.13,90,16.29,129,6.89,2,3.56,2,"no"
"VA",113,408,"no","yes",34,63,7.63,82,11.41,118,7.58,3,3.59,1,"no"
"PA",87,408,"no","yes",30,114,44.68,130,18.34,88,6.97,2,2.11,0,"no"
"CO",71,415,"no","no",0,70,35.9,122,21.48,104,10.16,3,3.32,0,"no"
"KY",76,415,"no","no",0,69,34.68,110,19.13,85,10.81,5,2.59,1,"no"
"NJ",87,510,"no","no",0,109,37.94,86,10.84,83,13.02,4,3.92,3,"no"
"IL",117,408,"no","no",0,82,20.23,108,15.94,97,8.52,3,3.11,1,"no"
"WA",177,415,"no","no",0,91,45.24,79,19.14,58,10.11,8,2.4,3,"yes"
"WV",95,415,"no","no",0,104,22.85,95,12.95,80,10.64,3,2.54,1,"no"
"RI",76,415,"no","no",0,78,29.09,83,21.86,92,4.12,3,4.37,1,"no"
"OH",66,415,"no","no",0,103,28.99,77,21.62,138,8.88,2,2.84,2,"no"
"MO",110,415,"no","no",0,124,30.35,141,12.49,102,9.77,7,2.67,1,"no"
"MD",204,510,"no","no",0,145,34.88,95,13.16,77,8.61,5,3.81,3,"no"
"OH",32,415,"no","yes",31,97,39.58,111,15.6,111,9.31,2,3.51,0,"no"
"FL",185,408,"no","no",0,97,9.45,83,24.54,110,5,3,3.27,2,"no"
"CO",103,415,"no","yes",37,78,26.1,108,20.56,110,11.01,3,2.86,1,"no"
"NY",91,510,"no","no",0,100,18.67,104,16.12,85,9.3,3,3,1,"no"
"WV",131,415,"no","no",0,89,33.34,87,15.77,132,11.25,6,1.4,2,"no"
"LA",153,510,"no","no",0,127,28.36,121,12.2,130,9.48,4,3.19,0,"no"
"MA",132,415,"no","yes",25,96,19.24,107,22.94,87,10.31,7,1.92,2,"no"
"UT",148,510,"no","no",0,92,34.51,125,12.83,131,11.05,9,3.94,1,"no"
"ME",105,415,"no","no",0,102,26.61,134,11.92,111,10.23,2,3.29,2,"no"
"TX",169,408,"no","no",0,105,45.34,88,13.45,111,12.95,3,3.73,3,"yes"
"ND",127,415,"no","yes",23,80,30.94,85,18.37,82,7.06,4,2.65,1,"no"
"CO",57,415,"no","no",0,92,14.6,127,16.48,93,10.42,2,2.73,0,"no"
"NV",129,415,"no","no",0,98,25.5,101,19.75,123,11.75,6,3.38,1,"no"
"MA",67,415,"no","yes",34,114,27.49,115,17.65,114,9.26,4,2.48,0,"no"
"MI",37,415,"no","no",0,116,32.54,99,14.23,112,9.74,5,3.78,3,"no"
"KY",64,415,"yes","no",0,83,24.94,91,12.61,69,10.74,3,3.38,3,"no"
"WV",173,510,"no","no",0,103,18.6,111,8.61,106,7.53,7,2.11,1,"no"
"KY",135,510,"no","no",0,115,24.5,68,21.23,82,9.51,3,3.67,1,"no"
"NJ",75,415,"no","yes",42,93,42.31,108,14.52,91,4.7,8,3.02,1,"no"
"TX",112,415,"no","no",0,112,36.52,104,17.82,97,7.4,5,2.54,3,"no"
"MN",113,408,"no","no",0,137,27.01,109,20.64,97,11.15,4,1.76,0,"no"
"VA",121,510,"no","yes",28,94,18.7,76,12.03,87,10.68,3,1.73,2,"no"
"DC",70,415,"no","no",0,145,25.98,102,15.61,75,6.83,2,2.84,1,"no"
"MD",90,415,"no","no",0,103,24.75,137,16.75,83,13.25,4,2.84,0,"no"
"RI",39,408,"no","no",0,83,15.86,114,16.97,104,9.28,4,1.76,0,"no"
"MA",142,408,"no","no",0,134,36.86,106,15.96,108,6.21,2,2.24,0,"no"
"MD",176,408,"no","no",0,101,34.32,78,13.15,79,7.4,2,2.43,1,"no"
"NM",105,408,"no","no",0,81,24.89,80,19.13,117,10.35,2,2.3,1,"no"
"MN",57,415,"no","no",0,74,46.36,85,19.12,104,8.02,3,2.84,2,"yes"
"AZ",88,415,"no","no",0,81,29.38,90,16.44,107,4.03,5,3.46,2,"no"
"AL",95,408,"no","no",0,119,32.33,70,13.35,120,8.17,6,3.78,0,"no"
"MI",147,415,"no","no",0,83,22.2,144,17.69,72,9.21,3,4.21,3,"no"
"MS",115,415,"no","no",0,111,28.31,98,20.08,92,9.25,2,4.21,1,"no"
"MS",103,415,"no","no",0,103,21.98,89,17.24,126,10.49,2,3.48,2,"no"
"CA",82,415,"no","no",0,112,33.88,120,16.44,117,11.45,10,1.89,0,"no"
"MD",141,415,"no","no",0,126,31.47,98,19.81,106,6.85,7,2.46,0,"no"
"ND",149,408,"no","no",0,80,29.82,127,16.78,102,8.47,2,2.62,2,"no"
"IL",131,510,"no","no",0,123,44.78,74,12.91,101,9.83,2,2.89,2,"no"
"SD",119,510,"no","no",0,108,16.01,100,22.45,79,9.17,3,1.97,1,"no"
"AL",112,510,"no","no",0,83,32.2,89,18.62,116,7.56,8,1.92,3,"no"
"NV",116,510,"no","yes",35,103,20.06,106,14.21,102,9.26,2,3.19,2,"no"
"VA",90,408,"no","no",0,93,37.74,103,15.9,124,12.7,6,3.35,2,"no"
"DE",114,415,"no","yes",31,98,37.88,105,15.34,101,6.81,4,3.51,0,"no"
"CT",63,408,"no","yes",25,137,32.3,76,9.91,110,6.37,2,3.29,1,"no"
"MA",122,408,"no","yes",29,83,33.22,93,22.8,95,7.56,6,2.27,3,"no"
"OR",166,510,"no","no",0,93,33.93,99,18.22,110,8.86,5,1.94,3,"no"
"WA",62,415,"no","no",0,98,17,95,14.75,122,9.81,4,2.73,0,"no"
"SC",78,415,"no","yes",21,85,27.3,79,18.96,92,5.58,1,2.57,2,"no"
"IN",148,415,"no","yes",26,91,26.98,127,13.64,88,9.82,3,2.67,1,"no"
"MD",154,510,"no","no",0,122,26.27,71,18.21,105,8.01,2,3.24,3,"yes"
"TX",75,415,"no","no",0,106,51.87,115,15.98,116,10.59,5,2.3,0,"yes"
"ND",84,408,"no","yes",38,106,32.81,106,13.06,87,11.72,5,2,2,"no"
"WV",113,510,"no","no",0,88,12.33,112,17.34,118,5.31,3,1.78,1,"no"
"TX",51,415,"no","no",0,88,30.69,102,11.45,97,7.68,3,2.7,2,"no"
"FL",102,408,"no","yes",29,86,36.5,109,26.72,110,12.61,2,3.86,0,"no"
"AL",107,408,"no","no",0,95,14.76,85,9.19,87,9.19,3,3.56,1,"no"
"MS",130,510,"no","no",0,63,34.66,93,16.3,125,5.96,4,3.27,3,"no"
"MO",174,510,"no","no",0,108,40.04,143,12.1,131,14.25,5,3.38,0,"no"
"AR",129,415,"no","no",0,113,26.69,97,21.84,126,8.35,2,3.27,2,"no"
"MS",190,415,"yes","no",0,55,19.02,124,18.96,81,10.94,7,2.7,3,"no"
"NY",54,510,"yes","no",0,91,40.17,130,12.99,98,7.21,8,3.02,3,"no"
"SD",78,408,"no","no",0,88,27.81,93,24.09,108,11.79,9,2.32,0,"no"
"AK",100,415,"no","yes",29,127,36.31,82,14.95,100,9.32,3,2.4,1,"no"
"WV",70,510,"no","yes",30,72,24.38,92,14.45,68,5.76,4,2.54,3,"no"
"SC",111,510,"no","no",0,119,13.31,94,16.85,94,11.18,4,3.27,1,"no"
"VA",117,408,"no","no",0,98,16.51,131,19.38,111,10.8,3,2.86,1,"no"
"MS",68,415,"no","no",0,93,16,80,12.55,85,9.61,2,2.73,0,"no"
"SD",27,510,"no","no",0,95,38.47,109,23.32,119,10.92,3,2.21,2,"yes"
"MN",91,415,"no","no",0,61,22.75,96,13.5,92,8.53,2,2.84,1,"no"
"AL",181,415,"no","yes",27,93,32.35,127,21.17,82,9.71,4,2.86,1,"no"
"CO",118,415,"no","yes",36,106,50.13,115,14.08,63,8.51,5,2.65,3,"no"
"GA",93,415,"no","no",0,121,30.52,131,16.31,125,7.45,4,3.24,0,"no"
"AZ",102,408,"no","no",0,94,26.86,100,17.67,120,8.57,10,2.73,0,"no"
"MA",93,415,"no","no",0,131,29.41,108,16.18,66,13.05,2,2.81,0,"no"
"AZ",107,415,"no","yes",32,101,22.81,145,18.01,138,7.54,5,2.21,1,"no"
"IN",100,415,"no","yes",32,123,21.28,101,19.63,106,8.64,9,3.4,3,"no"
"DE",115,415,"no","no",0,111,33.3,108,19.3,113,14.09,1,3.56,2,"no"
"WI",63,510,"no","yes",13,61,36.41,88,15.4,68,7.83,2,2.78,0,"no"
"ME",57,415,"no","no",0,101,37.59,65,20.12,137,11.35,1,2.57,0,"no"
"DC",119,408,"no","yes",26,100,22.44,121,14.73,108,9.16,5,3.13,1,"no"
"HI",98,408,"no","yes",30,71,18.75,108,15.5,88,8.27,8,2.97,2,"no"
"NY",31,408,"no","yes",28,116,29.21,125,20.46,80,11.05,7,2.86,1,"no"
"PA",129,510,"no","yes",32,99,35.87,89,13.18,96,10.57,5,3.08,1,"no"
"HI",108,415,"no","no",0,99,49.57,93,18.79,110,10.31,9,3.78,2,"yes"
"DE",139,408,"no","no",0,110,23.63,93,11.3,120,12.24,1,3.27,0,"no"
"OK",149,408,"no","no",0,83,31.89,81,17.12,79,11.89,1,2.38,1,"no"
"OR",113,415,"no","no",0,143,27.17,93,17.86,86,7.88,7,3.54,2,"no"
"ND",131,408,"no","yes",33,100,30.11,85,16.49,124,11.4,5,1.4,1,"no"
"MO",83,408,"no","no",0,101,20.04,92,13.63,150,10.59,10,3.08,0,"no"
"AR",96,415,"no","yes",21,95,42.09,150,21.79,72,7.14,6,2.92,2,"no"
"TN",3,415,"no","no",0,120,31.45,129,17.31,89,7.67,3,3.81,3,"no"
"MA",77,408,"no","yes",17,84,34.83,102,17.09,97,9.89,5,3.05,0,"no"
"ND",75,408,"no","yes",24,119,38.34,108,15.47,106,12.19,2,2.54,3,"no"
"NJ",108,415,"no","no",0,102,40.68,127,18.99,104,11.31,6,2.86,0,"no"
"NY",115,510,"no","yes",16,110,22.66,111,15.78,113,7.27,4,1.51,2,"no"
"PA",108,510,"no","yes",25,88,29.02,113,9.34,99,7.46,1,2.35,3,"no"
"NC",161,415,"no","no",0,100,54.79,135,19.58,104,10.87,5,2.11,2,"yes"
"CT",147,415,"no","no",0,74,21.15,78,27.28,126,7.07,4,2.81,2,"no"
"MO",107,415,"no","no",0,94,24.97,111,9.72,97,5.15,5,3.08,3,"no"
"WV",120,510,"no","no",0,123,32.74,105,17.54,93,12.74,3,2.92,1,"no"
"NJ",107,408,"no","yes",36,83,16.37,91,15.27,121,7.48,2,2.78,1,"no"
"AK",58,510,"no","no",0,96,22.42,107,14.25,106,9.27,5,3.97,3,"no"
"LA",91,408,"no","no",0,121,25.02,87,14.89,80,6.13,3,3.59,2,"no"
"AL",13,415,"no","no",0,139,24.33,88,20.37,123,9.98,5,1.92,2,"no"
"MA",93,415,"no","yes",31,85,40.32,100,18.11,87,8.67,4,2.89,1,"no"
"DE",95,510,"no","no",0,95,31.31,101,15.44,113,6.45,4,3.46,2,"no"
"SC",104,415,"no","no",0,141,18.55,140,15.9,100,9.75,4,2.7,3,"no"
"LA",62,415,"no","no",0,94,31.76,92,17.65,98,8.78,4,2.38,3,"no"
"MS",143,510,"no","no",0,112,26.42,92,24.73,91,10.28,5,3.75,1,"no"
"WA",60,415,"yes","no",0,97,35,117,23.58,139,9.09,2,2.97,0,"yes"
"SC",41,510,"no","no",0,138,35.22,83,18.2,105,8.69,4,3.21,1,"no"
"MT",34,415,"no","yes",14,100,25.76,126,21.14,120,8.99,5,2.89,2,"no"
"ME",56,408,"no","no",0,112,37.72,122,23.65,85,12.96,5,1.92,0,"yes"
"NM",183,415,"no","no",0,100,32.3,78,20.96,107,13.69,4,2.57,1,"no"
"AZ",94,415,"no","no",0,111,37.54,67,13.28,89,8.46,4,2.84,2,"no"
"CT",73,415,"no","yes",47,117,29.53,114,17.34,94,7.86,3,1.7,2,"no"
"IL",123,408,"no","no",0,94,19.52,104,12.75,119,12.09,4,2.59,2,"no"
"IN",64,408,"no","no",0,97,19.35,97,16.35,89,9.67,1,2.81,3,"no"
"RI",33,415,"no","no",0,111,31.35,110,17.32,100,10.68,5,2.51,3,"no"
"NV",148,510,"no","no",0,95,36.75,105,15.78,143,13.5,5,2.7,2,"no"
"UT",81,415,"no","no",0,121,22.08,105,19.56,123,6.32,3,3.59,0,"no"
"NC",122,510,"no","yes",30,108,39.12,76,24.45,85,7.97,3,1.86,2,"no"
"MI",52,415,"no","no",0,97,34.75,128,23.22,118,8.08,5,2.97,1,"no"
"WI",91,408,"no","yes",44,101,36.82,98,14.71,95,10.89,3,2.46,1,"no"
"AR",54,415,"no","no",0,85,42.08,93,19.16,132,10.99,2,2.75,2,"yes"
"NH",152,510,"no","no",0,93,38.78,106,11.59,107,8.88,2,2.43,1,"no"
"TX",201,415,"no","no",0,110,38.4,86,25.42,81,11.31,4,3.02,1,"yes"
"CT",67,415,"no","no",0,70,19.64,143,21.44,91,9.4,6,2.03,0,"no"
"NH",100,408,"no","no",0,125,37.2,102,12.61,97,12.5,6,2.62,1,"no"
"OR",133,415,"no","no",0,71,24.45,131,15.64,132,12.4,4,3.48,3,"no"
"MD",51,510,"no","yes",28,121,47.04,99,17.31,88,11.08,3,2.24,0,"no"
"NY",122,415,"no","no",0,128,24.04,70,12.44,75,5.54,4,2.19,0,"no"
"NM",84,408,"no","yes",41,102,26.16,117,11.96,101,9.8,5,3.46,1,"no"
"LA",91,415,"no","no",0,128,32.39,103,17.47,63,5.88,5,3.73,0,"no"
"UT",110,408,"no","no",0,102,32.74,118,15.21,74,9.66,4,2.54,1,"no"
"AL",91,408,"yes","no",0,115,25.81,116,8.81,86,7.03,4,3.29,1,"no"
"WV",109,415,"no","no",0,100,30.6,103,19.47,105,6.27,8,2.11,3,"no"
"KY",95,510,"no","no",0,116,26.74,77,16.79,111,5.77,4,2.27,2,"no"
"NC",72,415,"no","no",0,88,33.41,129,13.48,118,12.12,3,1.84,0,"no"
"WV",73,415,"no","no",0,130,40.85,83,13.81,136,10.44,3,3.21,0,"no"
"AZ",108,415,"no","no",0,126,32.86,85,13.15,98,7.87,6,2.54,3,"no"
"ND",148,415,"yes","no",0,111,37.18,133,13.23,62,12.48,5,2.21,1,"no"
"WA",76,510,"yes","no",0,110,41.96,63,17.54,123,9.38,5,3.56,0,"yes"
"CT",87,415,"no","no",0,83,40.8,106,11.4,84,8.51,2,2.51,0,"yes"
"OK",35,510,"no","yes",37,76,30.8,98,15.1,136,10.26,3,1.35,2,"no"
"IA",88,415,"no","no",0,67,19.33,127,14.03,142,6.37,3,2.92,1,"no"
"NE",67,415,"no","yes",41,86,29.7,93,13.65,108,6.99,1,3.62,0,"no"
"ID",77,510,"no","yes",29,89,35.89,97,19,106,6.68,9,2.62,2,"no"
"OR",124,510,"no","no",0,108,28.78,91,15.18,82,10.9,3,3.29,1,"no"
"SD",30,415,"no","no",0,107,42.06,76,14.95,90,12.93,2,3.05,0,"no"
"DE",53,415,"no","yes",32,63,22.3,125,19.33,105,8.05,2,3.46,2,"no"
"WA",152,510,"no","no",0,84,27.44,88,13.91,121,6.89,5,3.19,1,"no"
"CT",100,510,"yes","no",0,98,18.22,122,7.38,117,7.03,4,2.62,1,"no"
"MN",59,408,"no","yes",32,120,36.02,136,17.25,95,9.61,5,2.38,1,"no"
"WA",143,510,"no","no",0,120,27.27,104,24.3,85,8.21,4,1.86,3,"no"
"PA",142,510,"no","yes",40,101,39.22,88,21.83,92,11.88,3,1.73,1,"no"
"ID",105,408,"no","no",0,96,39.54,117,21.54,101,6.93,9,2.84,1,"no"
"MS",111,408,"no","no",0,90,50.1,72,25.04,121,11.7,3,2.92,1,"yes"
"DC",93,408,"no","yes",22,123,52.05,83,16.12,107,10.81,2,3.16,0,"no"
"KY",79,415,"no","no",0,135,40.26,87,15.84,112,5.71,5,2.81,2,"no"
"OH",68,415,"yes","yes",24,92,21.37,98,23.45,108,9.65,6,3.83,3,"yes"
"TN",93,510,"yes","no",0,114,28.63,127,23.46,48,8.83,3,3.08,1,"no"
"WV",144,510,"no","yes",38,86,17.85,123,10.35,122,9.97,4,1,0,"no"
"WI",93,415,"no","no",0,141,25.86,107,18.32,111,11.81,7,3.24,1,"no"
"OK",149,510,"yes","no",0,79,30.75,83,16.57,109,8.9,9,2.38,3,"no"
"WV",23,510,"no","yes",31,84,26.62,96,13.73,107,13.26,6,2.54,1,"no"
"KS",164,510,"no","yes",30,100,40.6,121,19.55,66,9.28,8,3.56,1,"no"
"NC",104,415,"no","yes",18,66,30.96,65,18.16,108,8.69,9,3.62,2,"no"
"WI",184,408,"no","yes",12,76,34.05,105,21.56,93,6.72,5,2.75,0,"no"
"SC",88,408,"no","no",0,94,26.1,118,21.39,99,8.2,6,2.3,1,"no"
"UT",61,415,"yes","yes",29,119,21.79,83,14.59,114,11.29,6,3.16,3,"no"
"NC",110,408,"no","no",0,145,27.12,101,17.2,96,11.52,2,4.51,2,"no"
"IN",115,415,"no","no",0,101,38.49,60,23.53,82,9.6,4,3.32,3,"yes"
"AR",33,408,"no","no",0,81,42.82,96,16.54,87,9.5,3,2.27,2,"no"
"ME",100,510,"no","no",0,117,44.97,111,16.49,111,11.82,4,2.03,2,"yes"
"IL",117,415,"no","no",0,86,34.32,96,18.05,98,7.96,10,2.11,1,"no"
"CT",129,510,"no","yes",27,89,33.42,95,15.35,83,11.03,5,1.78,1,"no"
"WI",142,510,"no","no",0,102,39.46,110,14.3,120,8.88,3,2.67,1,"no"
"OK",112,415,"no","no",0,79,28.22,100,6.34,74,11.16,7,1.7,0,"no"
"AZ",97,408,"no","yes",25,101,23.97,85,18.02,138,7.88,2,1.32,3,"no"
"AK",121,408,"no","yes",34,95,41.65,66,18.44,125,5.06,8,2.03,0,"no"
"MI",142,415,"yes","no",0,140,23.94,119,19.43,88,6.88,7,2.94,1,"no"
"WA",121,510,"no","no",0,93,43.37,97,22.69,118,8.9,3,2.38,3,"yes"
"SD",87,415,"no","yes",33,99,21.25,81,20,95,9.69,7,2.75,2,"no"
"SD",34,408,"no","no",0,65,30.7,99,23.83,105,13.16,3,1.35,1,"no"
"AK",177,415,"yes","no",0,118,42.28,73,14.65,87,8.64,2,3.05,1,"yes"
"MA",58,415,"no","yes",30,111,30.28,109,20.12,118,11.88,2,2.27,0,"no"
"KS",101,415,"no","no",0,87,39.32,88,19.1,69,9.66,7,1.94,1,"no"
"OR",89,415,"no","no",0,101,18.9,94,10.38,85,8.14,2,3.4,3,"no"
"NC",77,408,"yes","yes",44,117,17.54,86,20.09,101,9.16,2,3.21,0,"yes"
"NJ",93,415,"no","no",0,85,24.87,95,18.41,82,10.49,3,3.11,0,"no"
"OH",160,415,"no","no",0,66,35.07,109,20.49,102,10.25,6,3.16,0,"no"
"NM",55,415,"no","no",0,103,22.44,114,23.77,74,8.1,4,3.65,0,"no"
"OH",88,408,"no","no",0,105,46.68,121,13.69,123,8.75,4,2.48,2,"no"
"MI",63,510,"no","no",0,87,31.5,87,19.15,93,8.74,3,3.16,0,"no"
"KS",127,415,"no","yes",24,69,26.32,105,15.06,102,9.34,4,2.43,1,"no"
"IL",57,415,"no","yes",30,105,30.46,83,24.07,77,10.26,5,3.97,1,"no"
"RI",138,510,"yes","no",0,61,48.65,60,15.91,114,6.58,4,2.97,2,"yes"
"AR",115,408,"no","no",0,115,45.56,106,13.06,65,10.45,1,4.59,3,"no"
"NY",171,415,"no","no",0,110,23.38,109,16.84,131,13.17,5,3.59,2,"no"
"WY",148,408,"no","no",0,115,41.31,91,16.3,93,5.3,5,3.62,2,"no"
"NC",127,510,"no","no",0,79,22.93,114,18.83,118,5.12,2,4.05,1,"no"
"OR",61,415,"no","no",0,76,39.81,108,18.42,122,5.88,2,3.75,1,"no"
"VT",131,415,"no","no",0,73,29.77,116,14.61,94,5.9,6,1.97,1,"no"
